Código IBGE;Município;Região Administrativa;Código RA;Código DRS;DRS;   Ano   ;Sexo;Idade;População
3520905;Ipaussu;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;453
3521002;Iperó;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;845
3521101;Ipeúna;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;173
3521150;Ipiguá;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;170
3521200;Iporanga;RA de Itapeva;7;9;Registro;2020;Mulheres;55 a 59;104
3521309;Ipuã;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;421
3521408;Iracemápolis;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;745
3521507;Irapuã;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;230
3521606;Irapuru;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;224
3521705;Itaberá;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;523
3521804;Itaí;RA de Itapeva;7;12;Bauru;2020;Mulheres;55 a 59;685
3521903;Itajobi;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;482
3522000;Itaju;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;100
3522109;Itanhaém;RA de Santos;12;13;Baixada Santista;2020;Mulheres;55 a 59;2.726
3522158;Itaoca;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;80
3522208;Itapecerica da Serra;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;4.414
3522307;Itapetininga;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;4.474
3522406;Itapeva;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;2.688
3522505;Itapevi;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;5.697
3522604;Itapira;RA de Campinas;4;14;São João da Boa Vista;2020;Mulheres;55 a 59;2.395
3522653;Itapirapuã Paulista;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;83
3522703;Itápolis;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;1.364
3522802;Itaporanga;RA de Itapeva;7;12;Bauru;2020;Mulheres;55 a 59;448
3522901;Itapuí;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;382
3523008;Itapura;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;139
3523107;Itaquaquecetuba;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;9.533
3523206;Itararé;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;1.477
3523305;Itariri;RA de Registro;16;9;Registro;2020;Mulheres;55 a 59;384
3523404;Itatiba;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;3.596
3523503;Itatinga;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;492
3523602;Itirapina;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;407
3523701;Itirapuã;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;166
3523800;Itobi;RA de Campinas;4;14;São João da Boa Vista;2020;Mulheres;55 a 59;221
3523909;Itu;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;5.204
3524006;Itupeva;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;1.462
3524105;Ituverava;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;1.340
3524204;Jaborandi;RA de Barretos;2;16;Barretos;2020;Mulheres;55 a 59;208
3524303;Jaboticabal;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;2.402
3524402;Jacareí;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;7.302
3524501;Jaci;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;216
3524600;Jacupiranga;RA de Registro;16;9;Registro;2020;Mulheres;55 a 59;498
3524709;Jaguariúna;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;1.534
3524808;Jales;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;1.780
3524907;Jambeiro;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;177
3525003;Jandira;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;3.365
3525102;Jardinópolis;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;1.141
3525201;Jarinu;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;744
3525300;Jaú;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;4.669
3525409;Jeriquara;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;85
3525508;Joanópolis;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;403
3525607;João Ramalho;RA de Marília;8;2;Presidente Prudente;2020;Mulheres;55 a 59;134
3525706;José Bonifácio;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;1.126
3525805;Júlio Mesquita;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;124
3525854;Jumirim;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;80
3525904;Jundiaí;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;13.360
3526001;Junqueirópolis;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;613
3526100;Juquiá;RA de Registro;16;9;Registro;2020;Mulheres;55 a 59;541
3526209;Juquitiba;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;815
3526308;Lagoinha;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;156
3526407;Laranjal Paulista;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;850
3526506;Lavínia;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;173
3526605;Lavrinhas;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;200
3526704;Leme;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;2.909
3526803;Lençóis Paulista;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;2.032
3526902;Limeira;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;9.820
3527009;Lindóia;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;242
3527108;Lins;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;2.578
3527207;Lorena;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;2.815
3527256;Lourdes;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;71
3527306;Louveira;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;1.168
3527405;Lucélia;RA de Presidente Prudente;9;5;Marília;2020;Mulheres;55 a 59;635
3527504;Lucianópolis;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;34
3527603;Luís Antônio;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;372
3527702;Luiziânia;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;183
3527801;Lupércio;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;125
3527900;Lutécia;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;79
3528007;Macatuba;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;566
3528106;Macaubal;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;275
3528205;Macedônia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;124
3528304;Magda;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;116
3528403;Mairinque;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;1.429
3528502;Mairiporã;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;2.862
3528601;Manduri;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;305
3528700;Marabá Paulista;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;137
3528809;Maracaí;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;432
3528858;Marapoama;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;92
3528908;Mariápolis;RA de Presidente Prudente;9;5;Marília;2020;Mulheres;55 a 59;139
3529005;Marília;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;7.765
3529104;Marinópolis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;65
3529203;Martinópolis;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;833
3529302;Matão;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;2.724
3529401;Mauá;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;13.636
3529500;Mendonça;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;168
3529609;Meridiano;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;151
3529658;Mesópolis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;63
3529708;Miguelópolis;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;622
3529807;Mineiros do Tietê;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;384
3529906;Miracatu;RA de Registro;16;9;Registro;2020;Mulheres;55 a 59;534
3530003;Mira Estrela;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;79
3530102;Mirandópolis;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;952
3530201;Mirante do Paranapanema;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;570
3530300;Mirassol;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;1.931
3530409;Mirassolândia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;132
3530508;Mococa;RA de Campinas;4;14;São João da Boa Vista;2020;Mulheres;55 a 59;2.206
3530607;Mogi das Cruzes;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;13.172
3530706;Mogi Guaçu;RA de Campinas;4;14;São João da Boa Vista;2020;Mulheres;55 a 59;4.826
3530805;Mogi Mirim;RA de Campinas;4;14;São João da Boa Vista;2020;Mulheres;55 a 59;3.147
3530904;Mombuca;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;104
3531001;Monções;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;95
3531100;Mongaguá;RA de Santos;12;13;Baixada Santista;2020;Mulheres;55 a 59;1.530
3531209;Monte Alegre do Sul;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;257
3531308;Monte Alto;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;1.619
3531407;Monte Aprazível;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;739
3531506;Monte Azul Paulista;RA de Barretos;2;16;Barretos;2020;Mulheres;55 a 59;619
3531605;Monte Castelo;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;135
3531704;Monteiro Lobato;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;142
3531803;Monte Mor;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;1.516
3531902;Morro Agudo;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;830
3532009;Morungaba;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;364
3532058;Motuca;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;146
3532108;Murutinga do Sul;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;155
3532157;Nantes;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;70
3532207;Narandiba;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;115
3532306;Natividade da Serra;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;195
3532405;Nazaré Paulista;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;491
3532504;Neves Paulista;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;313
3532603;Nhandeara;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;388
3532702;Nipoã;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;130
3532801;Nova Aliança;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;215
3532827;Nova Campina;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;231
3532843;Nova Canaã Paulista;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;75
3532868;Nova Castilho;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;32
3532900;Nova Europa;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;295
3533007;Nova Granada;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;620
3533106;Nova Guataporanga;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;88
3533205;Nova Independência;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;97
3533254;Novais;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;95
3533304;Nova Luzitânia;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;110
3533403;Nova Odessa;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;1.840
3533502;Novo Horizonte;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;1.239
3533601;Nuporanga;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;226
3533700;Ocauçu;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;137
3533809;Óleo;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;94
3533908;Olímpia;RA de Barretos;2;16;Barretos;2020;Mulheres;55 a 59;1.648
3534005;Onda Verde;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;113
3534104;Oriente;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;252
3534203;Orindiúva;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;151
3534302;Orlândia;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;1.403
3534401;Osasco;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;20.915
3534500;Oscar Bressane;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;92
3534609;Osvaldo Cruz;RA de Presidente Prudente;9;5;Marília;2020;Mulheres;55 a 59;1.091
3534708;Ourinhos;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;3.590
3534757;Ouroeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;303
3534807;Ouro Verde;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;255
3534906;Pacaembu;RA de Presidente Prudente;9;5;Marília;2020;Mulheres;55 a 59;380
3535002;Palestina;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;386
3535101;Palmares Paulista;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;275
3535200;Palmeira d'Oeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;320
3535309;Palmital;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;730
3535408;Panorama;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;397
3535507;Paraguaçu Paulista;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;1.343
3535606;Paraibuna;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;518
3535705;Paraíso;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;181
3535804;Paranapanema;RA de Itapeva;7;12;Bauru;2020;Mulheres;55 a 59;567
3535903;Paranapuã;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;114
3536000;Parapuã;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;390
3536109;Pardinho;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;144
3536208;Pariquera-Açu;RA de Registro;16;9;Registro;2020;Mulheres;55 a 59;547
3536257;Parisi;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;68
3536307;Patrocínio Paulista;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;382
3536406;Paulicéia;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;186
3536505;Paulínia;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;3.071
3536570;Paulistânia;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;50
3536604;Paulo de Faria;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;280
3536703;Pederneiras;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;1.334
3536802;Pedra Bela;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;156
3536901;Pedranópolis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;81
3537008;Pedregulho;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;482
3537107;Pedreira;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;1.498
3537156;Pedrinhas Paulista;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;116
3537206;Pedro de Toledo;RA de Registro;16;9;Registro;2020;Mulheres;55 a 59;293
3537305;Penápolis;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;2.096
3537404;Pereira Barreto;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;840
3537503;Pereiras;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;239
3537602;Peruíbe;RA de Santos;12;13;Baixada Santista;2020;Mulheres;55 a 59;1.771
3537701;Piacatu;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;186
3537800;Piedade;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;1.635
3537909;Pilar do Sul;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;772
3538006;Pindamonhangaba;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;4.964
3538105;Pindorama;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;457
3538204;Pinhalzinho;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;432
3538303;Piquerobi;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;130
3538501;Piquete;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;550
3538600;Piracaia;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;774
3538709;Piracicaba;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;12.620
3538808;Piraju;RA de Itapeva;7;12;Bauru;2020;Mulheres;55 a 59;1.002
3538907;Pirajuí;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;673
3539004;Pirangi;RA de Barretos;2;15;São José do Rio Preto;2020;Mulheres;55 a 59;343
3539103;Pirapora do Bom Jesus;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;460
3539202;Pirapozinho;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;837
3539301;Pirassununga;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;2.588
3539400;Piratininga;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;423
3539509;Pitangueiras;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;1.001
3539608;Planalto;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;159
3539707;Platina;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;91
3539806;Poá;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;3.493
3539905;Poloni;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;176
3540002;Pompéia;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;698
3540101;Pongaí;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;126
3540200;Pontal;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;1.084
3540259;Pontalinda;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;109
3540309;Pontes Gestal;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;98
3540408;Populina;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;141
3540507;Porangaba;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;268
3540606;Porto Feliz;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;1.642
3540705;Porto Ferreira;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;1.771
3540754;Potim;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;494
3540804;Potirendaba;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;568
3540853;Pracinha;RA de Presidente Prudente;9;5;Marília;2020;Mulheres;55 a 59;37
3540903;Pradópolis;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;546
3541000;Praia Grande;RA de Santos;12;13;Baixada Santista;2020;Mulheres;55 a 59;8.800
3541059;Pratânia;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;138
3541109;Presidente Alves;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;137
3541208;Presidente Bernardes;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;514
3541307;Presidente Epitácio;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;1.390
3541406;Presidente Prudente;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;7.812
3541505;Presidente Venceslau;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;1.411
3541604;Promissão;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;1.192
3541653;Quadra;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;90
3541703;Quatá;RA de Marília;8;2;Presidente Prudente;2020;Mulheres;55 a 59;390
3541802;Queiroz;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;84
3541901;Queluz;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;333
3542008;Quintana;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;176
3542107;Rafard;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;276
3542206;Rancharia;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;1.016
3542305;Redenção da Serra;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;118
3542404;Regente Feijó;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;678
3542503;Reginópolis;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;153
3542602;Registro;RA de Registro;16;9;Registro;2020;Mulheres;55 a 59;1.662
3542701;Restinga;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;200
3542800;Ribeira;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;92
3542909;Ribeirão Bonito;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;331
3543006;Ribeirão Branco;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;418
3543105;Ribeirão Corrente;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;126
3543204;Ribeirão do Sul;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;135
3543238;Ribeirão dos Índios;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;75
3543253;Ribeirão Grande;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;202
3543303;Ribeirão Pires;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;3.906
3543402;Ribeirão Preto;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;21.695
3543501;Riversul;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;190
3543600;Rifaina;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;110
3543709;Rincão;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;282
