Código IBGE;Município;Região Administrativa;Código RA;Código DRS;DRS;   Ano   ;Sexo;Idade;População
3526506;Lavínia;RA de Araçatuba;1;7;Araçatuba;2020;Homens;00 a 04;125
3526605;Lavrinhas;RA de São José dos Campos;15;17;Taubaté;2020;Homens;00 a 04;270
3526704;Leme;RA de Campinas;4;11;Piracicaba;2020;Homens;00 a 04;3.330
3526803;Lençóis Paulista;RA de Bauru;3;12;Bauru;2020;Homens;00 a 04;2.001
3526902;Limeira;RA de Campinas;4;11;Piracicaba;2020;Homens;00 a 04;8.547
3527009;Lindóia;RA de Campinas;4;3;Campinas;2020;Homens;00 a 04;219
3527108;Lins;RA de Bauru;3;12;Bauru;2020;Homens;00 a 04;2.122
3527207;Lorena;RA de São José dos Campos;15;17;Taubaté;2020;Homens;00 a 04;2.929
3527256;Lourdes;RA de Araçatuba;1;7;Araçatuba;2020;Homens;00 a 04;49
3527306;Louveira;RA de Campinas;4;3;Campinas;2020;Homens;00 a 04;1.740
3527405;Lucélia;RA de Presidente Prudente;9;5;Marília;2020;Homens;00 a 04;580
3527504;Lucianópolis;RA de Bauru;3;12;Bauru;2020;Homens;00 a 04;70
3527603;Luís Antônio;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;00 a 04;493
3527702;Luiziânia;RA de Araçatuba;1;7;Araçatuba;2020;Homens;00 a 04;195
3527801;Lupércio;RA de Marília;8;5;Marília;2020;Homens;00 a 04;151
3527900;Lutécia;RA de Marília;8;5;Marília;2020;Homens;00 a 04;80
3528007;Macatuba;RA de Bauru;3;12;Bauru;2020;Homens;00 a 04;567
3528106;Macaubal;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;178
3528205;Macedônia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;80
3528304;Magda;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;78
3528403;Mairinque;RA de Sorocaba;13;6;Sorocaba;2020;Homens;00 a 04;1.631
3528502;Mairiporã;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;00 a 04;3.333
3528601;Manduri;RA de Sorocaba;13;12;Bauru;2020;Homens;00 a 04;278
3528700;Marabá Paulista;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;113
3528809;Maracaí;RA de Marília;8;5;Marília;2020;Homens;00 a 04;418
3528858;Marapoama;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;80
3528908;Mariápolis;RA de Presidente Prudente;9;5;Marília;2020;Homens;00 a 04;119
3529005;Marília;RA de Marília;8;5;Marília;2020;Homens;00 a 04;6.689
3529104;Marinópolis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;59
3529203;Martinópolis;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;754
3529302;Matão;RA Central;5;8;Araraquara;2020;Homens;00 a 04;2.282
3529401;Mauá;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;00 a 04;15.043
3529500;Mendonça;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;120
3529609;Meridiano;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;90
3529658;Mesópolis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;59
3529708;Miguelópolis;RA de Franca;6;4;Franca;2020;Homens;00 a 04;702
3529807;Mineiros do Tietê;RA de Bauru;3;12;Bauru;2020;Homens;00 a 04;411
3529906;Miracatu;RA de Registro;16;9;Registro;2020;Homens;00 a 04;818
3530003;Mira Estrela;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;72
3530102;Mirandópolis;RA de Araçatuba;1;7;Araçatuba;2020;Homens;00 a 04;788
3530201;Mirante do Paranapanema;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;512
3530300;Mirassol;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;1.563
3530409;Mirassolândia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;142
3530508;Mococa;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;00 a 04;1.864
3530607;Mogi das Cruzes;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;00 a 04;14.920
3530706;Mogi Guaçu;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;00 a 04;4.539
3530805;Mogi Mirim;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;00 a 04;2.554
3530904;Mombuca;RA de Campinas;4;11;Piracicaba;2020;Homens;00 a 04;114
3531001;Monções;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;55
3531100;Mongaguá;RA de Santos;12;13;Baixada Santista;2020;Homens;00 a 04;2.019
3531209;Monte Alegre do Sul;RA de Campinas;4;3;Campinas;2020;Homens;00 a 04;208
3531308;Monte Alto;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;00 a 04;1.281
3531407;Monte Aprazível;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;610
3531506;Monte Azul Paulista;RA de Barretos;2;16;Barretos;2020;Homens;00 a 04;506
3531605;Monte Castelo;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;94
3531704;Monteiro Lobato;RA de São José dos Campos;15;17;Taubaté;2020;Homens;00 a 04;127
3531803;Monte Mor;RA de Campinas;4;3;Campinas;2020;Homens;00 a 04;2.209
3531902;Morro Agudo;RA de Franca;6;4;Franca;2020;Homens;00 a 04;1.172
3532009;Morungaba;RA de Campinas;4;3;Campinas;2020;Homens;00 a 04;453
3532058;Motuca;RA Central;5;8;Araraquara;2020;Homens;00 a 04;139
3532108;Murutinga do Sul;RA de Araçatuba;1;7;Araçatuba;2020;Homens;00 a 04;95
3532157;Nantes;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;112
3532207;Narandiba;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;188
3532306;Natividade da Serra;RA de São José dos Campos;15;17;Taubaté;2020;Homens;00 a 04;219
3532405;Nazaré Paulista;RA de Campinas;4;3;Campinas;2020;Homens;00 a 04;650
3532504;Neves Paulista;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;181
3532603;Nhandeara;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;237
3532702;Nipoã;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;158
3532801;Nova Aliança;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;181
3532827;Nova Campina;RA de Itapeva;7;6;Sorocaba;2020;Homens;00 a 04;409
3532843;Nova Canaã Paulista;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;41
3532868;Nova Castilho;RA de Araçatuba;1;7;Araçatuba;2020;Homens;00 a 04;36
3532900;Nova Europa;RA Central;5;8;Araraquara;2020;Homens;00 a 04;351
3533007;Nova Granada;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;623
3533106;Nova Guataporanga;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;54
3533205;Nova Independência;RA de Araçatuba;1;7;Araçatuba;2020;Homens;00 a 04;127
3533254;Novais;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;194
3533304;Nova Luzitânia;RA de Araçatuba;1;7;Araçatuba;2020;Homens;00 a 04;121
3533403;Nova Odessa;RA de Campinas;4;3;Campinas;2020;Homens;00 a 04;1.697
3533502;Novo Horizonte;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;1.139
3533601;Nuporanga;RA de Franca;6;4;Franca;2020;Homens;00 a 04;206
3533700;Ocauçu;RA de Marília;8;5;Marília;2020;Homens;00 a 04;125
3533809;Óleo;RA de Marília;8;5;Marília;2020;Homens;00 a 04;75
3533908;Olímpia;RA de Barretos;2;16;Barretos;2020;Homens;00 a 04;1.497
3534005;Onda Verde;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;129
3534104;Oriente;RA de Marília;8;5;Marília;2020;Homens;00 a 04;180
3534203;Orindiúva;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;228
3534302;Orlândia;RA de Franca;6;4;Franca;2020;Homens;00 a 04;1.317
3534401;Osasco;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;00 a 04;23.590
3534500;Oscar Bressane;RA de Marília;8;5;Marília;2020;Homens;00 a 04;67
3534609;Osvaldo Cruz;RA de Presidente Prudente;9;5;Marília;2020;Homens;00 a 04;761
3534708;Ourinhos;RA de Marília;8;5;Marília;2020;Homens;00 a 04;3.572
3534757;Ouroeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;314
3534807;Ouro Verde;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;283
3534906;Pacaembu;RA de Presidente Prudente;9;5;Marília;2020;Homens;00 a 04;273
3535002;Palestina;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;325
3535101;Palmares Paulista;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;428
3535200;Palmeira d'Oeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;211
3535309;Palmital;RA de Marília;8;5;Marília;2020;Homens;00 a 04;656
3535408;Panorama;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;496
3535507;Paraguaçu Paulista;RA de Marília;8;5;Marília;2020;Homens;00 a 04;1.392
3535606;Paraibuna;RA de São José dos Campos;15;17;Taubaté;2020;Homens;00 a 04;666
3535705;Paraíso;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;178
3535804;Paranapanema;RA de Itapeva;7;12;Bauru;2020;Homens;00 a 04;699
3535903;Paranapuã;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;97
3536000;Parapuã;RA de Marília;8;5;Marília;2020;Homens;00 a 04;255
3536109;Pardinho;RA de Sorocaba;13;12;Bauru;2020;Homens;00 a 04;255
3536208;Pariquera-Açu;RA de Registro;16;9;Registro;2020;Homens;00 a 04;704
3536257;Parisi;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;50
3536307;Patrocínio Paulista;RA de Franca;6;4;Franca;2020;Homens;00 a 04;522
3536406;Paulicéia;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;249
3536505;Paulínia;RA de Campinas;4;3;Campinas;2020;Homens;00 a 04;3.707
3536570;Paulistânia;RA de Bauru;3;12;Bauru;2020;Homens;00 a 04;47
3536604;Paulo de Faria;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;262
3536703;Pederneiras;RA de Bauru;3;12;Bauru;2020;Homens;00 a 04;1.454
3536802;Pedra Bela;RA de Campinas;4;3;Campinas;2020;Homens;00 a 04;179
3536901;Pedranópolis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;52
3537008;Pedregulho;RA de Franca;6;4;Franca;2020;Homens;00 a 04;549
3537107;Pedreira;RA de Campinas;4;3;Campinas;2020;Homens;00 a 04;1.398
3537156;Pedrinhas Paulista;RA de Marília;8;5;Marília;2020;Homens;00 a 04;78
3537206;Pedro de Toledo;RA de Registro;16;9;Registro;2020;Homens;00 a 04;396
3537305;Penápolis;RA de Araçatuba;1;7;Araçatuba;2020;Homens;00 a 04;1.742
3537404;Pereira Barreto;RA de Araçatuba;1;7;Araçatuba;2020;Homens;00 a 04;772
3537503;Pereiras;RA de Sorocaba;13;12;Bauru;2020;Homens;00 a 04;272
3537602;Peruíbe;RA de Santos;12;13;Baixada Santista;2020;Homens;00 a 04;2.846
3537701;Piacatu;RA de Araçatuba;1;7;Araçatuba;2020;Homens;00 a 04;180
3537800;Piedade;RA de Sorocaba;13;6;Sorocaba;2020;Homens;00 a 04;1.721
3537909;Pilar do Sul;RA de Sorocaba;13;6;Sorocaba;2020;Homens;00 a 04;1.052
3538006;Pindamonhangaba;RA de São José dos Campos;15;17;Taubaté;2020;Homens;00 a 04;5.429
3538105;Pindorama;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;445
3538204;Pinhalzinho;RA de Campinas;4;3;Campinas;2020;Homens;00 a 04;422
3538303;Piquerobi;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;97
3538501;Piquete;RA de São José dos Campos;15;17;Taubaté;2020;Homens;00 a 04;395
3538600;Piracaia;RA de Campinas;4;3;Campinas;2020;Homens;00 a 04;817
3538709;Piracicaba;RA de Campinas;4;11;Piracicaba;2020;Homens;00 a 04;11.412
3538808;Piraju;RA de Itapeva;7;12;Bauru;2020;Homens;00 a 04;868
3538907;Pirajuí;RA de Bauru;3;12;Bauru;2020;Homens;00 a 04;601
3539004;Pirangi;RA de Barretos;2;15;São José do Rio Preto;2020;Homens;00 a 04;279
3539103;Pirapora do Bom Jesus;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;00 a 04;699
3539202;Pirapozinho;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;892
3539301;Pirassununga;RA de Campinas;4;11;Piracicaba;2020;Homens;00 a 04;2.040
3539400;Piratininga;RA de Bauru;3;12;Bauru;2020;Homens;00 a 04;389
3539509;Pitangueiras;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;00 a 04;1.365
3539608;Planalto;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;196
3539707;Platina;RA de Marília;8;5;Marília;2020;Homens;00 a 04;128
3539806;Poá;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;00 a 04;4.330
3539905;Poloni;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;158
3540002;Pompéia;RA de Marília;8;5;Marília;2020;Homens;00 a 04;574
3540101;Pongaí;RA de Bauru;3;12;Bauru;2020;Homens;00 a 04;79
3540200;Pontal;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;00 a 04;1.774
3540259;Pontalinda;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;144
3540309;Pontes Gestal;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;75
3540408;Populina;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;97
3540507;Porangaba;RA de Sorocaba;13;12;Bauru;2020;Homens;00 a 04;275
3540606;Porto Feliz;RA de Sorocaba;13;6;Sorocaba;2020;Homens;00 a 04;1.589
3540705;Porto Ferreira;RA Central;5;8;Araraquara;2020;Homens;00 a 04;1.603
3540754;Potim;RA de São José dos Campos;15;17;Taubaté;2020;Homens;00 a 04;589
3540804;Potirendaba;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;453
3540853;Pracinha;RA de Presidente Prudente;9;5;Marília;2020;Homens;00 a 04;52
3540903;Pradópolis;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;00 a 04;705
3541000;Praia Grande;RA de Santos;12;13;Baixada Santista;2020;Homens;00 a 04;11.220
3541059;Pratânia;RA de Sorocaba;13;12;Bauru;2020;Homens;00 a 04;182
3541109;Presidente Alves;RA de Bauru;3;12;Bauru;2020;Homens;00 a 04;111
3541208;Presidente Bernardes;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;331
3541307;Presidente Epitácio;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;1.323
3541406;Presidente Prudente;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;6.353
3541505;Presidente Venceslau;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;967
3541604;Promissão;RA de Bauru;3;12;Bauru;2020;Homens;00 a 04;1.332
3541653;Quadra;RA de Sorocaba;13;6;Sorocaba;2020;Homens;00 a 04;106
3541703;Quatá;RA de Marília;8;2;Presidente Prudente;2020;Homens;00 a 04;479
3541802;Queiroz;RA de Marília;8;5;Marília;2020;Homens;00 a 04;111
3541901;Queluz;RA de São José dos Campos;15;17;Taubaté;2020;Homens;00 a 04;414
3542008;Quintana;RA de Marília;8;5;Marília;2020;Homens;00 a 04;193
3542107;Rafard;RA de Campinas;4;11;Piracicaba;2020;Homens;00 a 04;312
3542206;Rancharia;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;852
3542305;Redenção da Serra;RA de São José dos Campos;15;17;Taubaté;2020;Homens;00 a 04;115
3542404;Regente Feijó;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;544
3542503;Reginópolis;RA de Bauru;3;12;Bauru;2020;Homens;00 a 04;138
3542602;Registro;RA de Registro;16;9;Registro;2020;Homens;00 a 04;1.858
3542701;Restinga;RA de Franca;6;4;Franca;2020;Homens;00 a 04;312
3542800;Ribeira;RA de Itapeva;7;6;Sorocaba;2020;Homens;00 a 04;112
3542909;Ribeirão Bonito;RA Central;5;8;Araraquara;2020;Homens;00 a 04;467
3543006;Ribeirão Branco;RA de Itapeva;7;6;Sorocaba;2020;Homens;00 a 04;656
3543105;Ribeirão Corrente;RA de Franca;6;4;Franca;2020;Homens;00 a 04;164
3543204;Ribeirão do Sul;RA de Marília;8;5;Marília;2020;Homens;00 a 04;120
3543238;Ribeirão dos Índios;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;52
3543253;Ribeirão Grande;RA de Itapeva;7;6;Sorocaba;2020;Homens;00 a 04;259
3543303;Ribeirão Pires;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;00 a 04;3.516
3543402;Ribeirão Preto;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;00 a 04;20.189
3543501;Riversul;RA de Itapeva;7;6;Sorocaba;2020;Homens;00 a 04;193
3543600;Rifaina;RA de Franca;6;4;Franca;2020;Homens;00 a 04;92
3543709;Rincão;RA Central;5;8;Araraquara;2020;Homens;00 a 04;333
3543808;Rinópolis;RA de Marília;8;5;Marília;2020;Homens;00 a 04;253
3543907;Rio Claro;RA de Campinas;4;11;Piracicaba;2020;Homens;00 a 04;5.740
3544004;Rio das Pedras;RA de Campinas;4;11;Piracicaba;2020;Homens;00 a 04;1.134
3544103;Rio Grande da Serra;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;00 a 04;1.673
3544202;Riolândia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;358
3544251;Rosana;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;549
3544301;Roseira;RA de São José dos Campos;15;17;Taubaté;2020;Homens;00 a 04;373
3544400;Rubiácea;RA de Araçatuba;1;7;Araçatuba;2020;Homens;00 a 04;90
3544509;Rubinéia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;76
3544608;Sabino;RA de Bauru;3;12;Bauru;2020;Homens;00 a 04;176
3544707;Sagres;RA de Presidente Prudente;9;5;Marília;2020;Homens;00 a 04;68
3544806;Sales;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;180
3544905;Sales Oliveira;RA de Franca;6;4;Franca;2020;Homens;00 a 04;327
3545001;Salesópolis;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;00 a 04;670
3545100;Salmourão;RA de Presidente Prudente;9;5;Marília;2020;Homens;00 a 04;150
3545159;Saltinho;RA de Campinas;4;11;Piracicaba;2020;Homens;00 a 04;189
3545209;Salto;RA de Sorocaba;13;6;Sorocaba;2020;Homens;00 a 04;3.520
3545308;Salto de Pirapora;RA de Sorocaba;13;6;Sorocaba;2020;Homens;00 a 04;1.563
3545407;Salto Grande;RA de Marília;8;5;Marília;2020;Homens;00 a 04;313
3545506;Sandovalina;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;153
3545605;Santa Adélia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;428
3545704;Santa Albertina;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;121
3545803;Santa Bárbara d'Oeste;RA de Campinas;4;3;Campinas;2020;Homens;00 a 04;5.247
3546009;Santa Branca;RA de São José dos Campos;15;17;Taubaté;2020;Homens;00 a 04;413
3546108;Santa Clara d'Oeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;51
3546207;Santa Cruz da Conceição;RA de Campinas;4;11;Piracicaba;2020;Homens;00 a 04;108
3546256;Santa Cruz da Esperança;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;00 a 04;66
3546306;Santa Cruz das Palmeiras;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;00 a 04;1.134
3546405;Santa Cruz do Rio Pardo;RA de Marília;8;5;Marília;2020;Homens;00 a 04;1.452
3546504;Santa Ernestina;RA Central;5;8;Araraquara;2020;Homens;00 a 04;165
3546603;Santa Fé do Sul;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;797
3546702;Santa Gertrudes;RA de Campinas;4;11;Piracicaba;2020;Homens;00 a 04;913
3546801;Santa Isabel;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;00 a 04;1.936
3546900;Santa Lúcia;RA Central;5;8;Araraquara;2020;Homens;00 a 04;306
3547007;Santa Maria da Serra;RA de Campinas;4;11;Piracicaba;2020;Homens;00 a 04;234
3547106;Santa Mercedes;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;81
3547205;Santana da Ponte Pensa;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;27
3547304;Santana de Parnaíba;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;00 a 04;5.028
3547403;Santa Rita d'Oeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;53
3547502;Santa Rita do Passa Quatro;RA Central;5;1;Ribeirão Preto;2020;Homens;00 a 04;694
3547601;Santa Rosa de Viterbo;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;00 a 04;756
3547650;Santa Salete;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;00 a 04;31
3547700;Santo Anastácio;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;589
3547809;Santo André;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;00 a 04;20.569
3547908;Santo Antônio da Alegria;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;00 a 04;187
3548005;Santo Antônio de Posse;RA de Campinas;4;3;Campinas;2020;Homens;00 a 04;723
3548054;Santo Antônio do Aracanguá;RA de Araçatuba;1;7;Araçatuba;2020;Homens;00 a 04;231
3548104;Santo Antônio do Jardim;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;00 a 04;152
3548203;Santo Antônio do Pinhal;RA de São José dos Campos;15;17;Taubaté;2020;Homens;00 a 04;226
3548302;Santo Expedito;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;00 a 04;85
3548401;Santópolis do Aguapeí;RA de Araçatuba;1;7;Araçatuba;2020;Homens;00 a 04;153
3548500;Santos;RA de Santos;12;13;Baixada Santista;2020;Homens;00 a 04;12.215
3548609;São Bento do Sapucaí;RA de São José dos Campos;15;17;Taubaté;2020;Homens;00 a 04;295
3548708;São Bernardo do Campo;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;00 a 04;25.556
