"Localidades";"Períodos";"População ";"População Masculina ";"População Feminina ";"Razão de Sexos ";"População Urbana ";"População Rural ";"Grau de Urbanização (Em %)";"Cód. IBGE"
"Nova Castilho";"2017";"1164";"569";"595";"95,63";"888";"276";"76,29";3532868
"Nova Castilho";"2018";"1167";"570";"597";"95,48";"904";"263";"77,46";3532868
"Nova Castilho";"2019";"1172";"572";"600";"95,33";"922";"250";"78,67";3532868
"Nova Castilho";"2020";"1176";"573";"603";"95,02";"938";"238";"79,76";3532868
"Nova Europa";"2016";"10184";"5046";"5138";"98,21";"9595";"589";"94,22";3532900
"Nova Europa";"2017";"10323";"5109";"5214";"97,99";"9746";"577";"94,41";3532900
"Nova Europa";"2018";"10463";"5172";"5291";"97,75";"9898";"565";"94,6";3532900
"Nova Europa";"2019";"10605";"5235";"5370";"97,49";"10050";"555";"94,77";3532900
"Nova Europa";"2020";"10749";"5300";"5449";"97,27";"10204";"545";"94,93";3532900
"Nova Granada";"2016";"20245";"10175";"10070";"101,04";"18915";"1330";"93,43";3533007
"Nova Granada";"2017";"20411";"10256";"10155";"100,99";"19084";"1327";"93,5";3533007
"Nova Granada";"2018";"20578";"10337";"10241";"100,94";"19253";"1325";"93,56";3533007
"Nova Granada";"2019";"20748";"10420";"10328";"100,89";"19423";"1325";"93,61";3533007
"Nova Granada";"2020";"20918";"10503";"10415";"100,84";"19592";"1326";"93,66";3533007
"Nova Guataporanga";"2016";"2187";"1096";"1091";"100,46";"1941";"246";"88,75";3533106
"Nova Guataporanga";"2017";"2188";"1095";"1093";"100,18";"1948";"240";"89,03";3533106
"Nova Guataporanga";"2018";"2189";"1093";"1096";"99,73";"1955";"234";"89,31";3533106
"Nova Guataporanga";"2019";"2190";"1092";"1098";"99,45";"1962";"228";"89,59";3533106
"Nova Guataporanga";"2020";"2191";"1091";"1100";"99,18";"1969";"222";"89,87";3533106
"Nova Independência";"2016";"3488";"1728";"1760";"98,18";"2898";"590";"83,08";3533205
"Nova Independência";"2017";"3547";"1757";"1790";"98,16";"2965";"582";"83,59";3533205
"Nova Independência";"2018";"3607";"1786";"1821";"98,08";"3033";"574";"84,09";3533205
"Nova Independência";"2019";"3668";"1816";"1852";"98,06";"3102";"566";"84,57";3533205
"Nova Independência";"2020";"3731";"1847";"1884";"98,04";"3172";"559";"85,02";3533205
"Nova Luzitânia";"2016";"3830";"2005";"1825";"109,86";"3533";"297";"92,25";3533304
"Nova Luzitânia";"2017";"3882";"2029";"1853";"109,5";"3594";"288";"92,58";3533304
"Nova Luzitânia";"2018";"3936";"2055";"1881";"109,25";"3657";"279";"92,91";3533304
"Nova Luzitânia";"2019";"3989";"2080";"1909";"108,96";"3719";"270";"93,23";3533304
"Nova Luzitânia";"2020";"4044";"2106";"1938";"108,67";"3782";"262";"93,52";3533304
"Nova Odessa";"2016";"55523";"27452";"28071";"97,79";"54618";"905";"98,37";3533403
"Nova Odessa";"2017";"56142";"27756";"28386";"97,78";"55227";"915";"98,37";3533403
"Nova Odessa";"2018";"56767";"28063";"28704";"97,77";"55842";"925";"98,37";3533403
"Nova Odessa";"2019";"57399";"28373";"29026";"97,75";"56464";"935";"98,37";3533403
"Nova Odessa";"2020";"58039";"28687";"29352";"97,73";"57093";"946";"98,37";3533403
"Novais";"2016";"5174";"2768";"2406";"115,05";"4796";"378";"92,69";3533254
"Novais";"2017";"5256";"2808";"2448";"114,71";"4881";"375";"92,87";3533254
"Novais";"2018";"5339";"2848";"2491";"114,33";"4966";"373";"93,01";3533254
"Novais";"2019";"5423";"2889";"2534";"114,01";"5051";"372";"93,14";3533254
"Novais";"2020";"5509";"2931";"2578";"113,69";"5137";"372";"93,25";3533254
"Novo Horizonte";"2016";"38059";"18948";"19111";"99,15";"35629";"2430";"93,62";3533502
"Novo Horizonte";"2017";"38281";"19051";"19230";"99,07";"35856";"2425";"93,67";3533502
"Novo Horizonte";"2018";"38504";"19155";"19349";"99";"36081";"2423";"93,71";3533502
"Novo Horizonte";"2019";"38728";"19259";"19469";"98,92";"36305";"2423";"93,74";3533502
"Novo Horizonte";"2020";"38954";"19364";"19590";"98,85";"36529";"2425";"93,77";3533502
"Nuporanga";"2016";"7099";"3540";"3559";"99,47";"6668";"431";"93,93";3533601
"Nuporanga";"2017";"7141";"3559";"3582";"99,36";"6736";"405";"94,33";3533601
"Nuporanga";"2018";"7183";"3578";"3605";"99,25";"6801";"382";"94,68";3533601
"Nuporanga";"2019";"7225";"3597";"3628";"99,15";"6864";"361";"95";3533601
"Nuporanga";"2020";"7268";"3616";"3652";"99,01";"6926";"342";"95,29";3533601
"Ocauçu";"2016";"4150";"2111";"2039";"103,53";"3492";"658";"84,14";3533700
"Ocauçu";"2017";"4149";"2107";"2042";"103,18";"3516";"633";"84,74";3533700
"Ocauçu";"2018";"4148";"2103";"2045";"102,84";"3539";"609";"85,32";3533700
"Ocauçu";"2019";"4147";"2099";"2048";"102,49";"3561";"586";"85,87";3533700
"Ocauçu";"2020";"4146";"2095";"2051";"102,15";"3582";"564";"86,4";3533700
"Óleo";"2016";"2572";"1280";"1292";"99,07";"1791";"781";"69,63";3533809
"Óleo";"2017";"2560";"1272";"1288";"98,76";"1798";"762";"70,23";3533809
"Óleo";"2018";"2550";"1265";"1285";"98,44";"1806";"744";"70,82";3533809
"Óleo";"2019";"2538";"1257";"1281";"98,13";"1812";"726";"71,39";3533809
"Óleo";"2020";"2527";"1250";"1277";"97,89";"1818";"709";"71,94";3533809
"Olímpia";"2016";"51598";"25391";"26207";"96,89";"49089";"2509";"95,14";3533908
"Olímpia";"2017";"51826";"25493";"26333";"96,81";"49355";"2471";"95,23";3533908
"Olímpia";"2018";"52055";"25596";"26459";"96,74";"49621";"2434";"95,32";3533908
"Olímpia";"2019";"52285";"25699";"26586";"96,66";"49885";"2400";"95,41";3533908
"Olímpia";"2020";"52516";"25803";"26713";"96,59";"50148";"2368";"95,49";3533908
"Onda Verde";"2016";"4093";"2090";"2003";"104,34";"3389";"704";"82,8";3534005
"Onda Verde";"2017";"4126";"2106";"2020";"104,26";"3442";"684";"83,42";3534005
"Onda Verde";"2018";"4159";"2122";"2037";"104,17";"3495";"664";"84,03";3534005
"Onda Verde";"2019";"4192";"2138";"2054";"104,09";"3546";"646";"84,59";3534005
"Onda Verde";"2020";"4225";"2154";"2071";"104,01";"3597";"628";"85,14";3534005
"Oriente";"2016";"6198";"3021";"3177";"95,09";"5869";"329";"94,69";3534104
"Oriente";"2017";"6215";"3028";"3187";"95,01";"5892";"323";"94,8";3534104
"Oriente";"2018";"6231";"3034";"3197";"94,9";"5914";"317";"94,91";3534104
"Oriente";"2019";"6248";"3041";"3207";"94,82";"5936";"312";"95,01";3534104
"Oriente";"2020";"6265";"3048";"3217";"94,75";"5956";"309";"95,07";3534104
"Orindiúva";"2016";"6421";"3254";"3167";"102,75";"5967";"454";"92,93";3534203
"Orindiúva";"2017";"6529";"3305";"3224";"102,51";"6074";"455";"93,03";3534203
"Orindiúva";"2018";"6640";"3358";"3282";"102,32";"6184";"456";"93,13";3534203
"Orindiúva";"2019";"6752";"3411";"3341";"102,1";"6294";"458";"93,22";3534203
"Orindiúva";"2020";"6866";"3465";"3401";"101,88";"6405";"461";"93,29";3534203
"Orlândia";"2016";"41341";"20243";"21098";"95,95";"40276";"1065";"97,42";3534302
"Orlândia";"2017";"41570";"20353";"21217";"95,93";"40499";"1071";"97,42";3534302
"Orlândia";"2018";"41801";"20464";"21337";"95,91";"40724";"1077";"97,42";3534302
"Orlândia";"2019";"42033";"20575";"21458";"95,88";"40950";"1083";"97,42";3534302
"Orlândia";"2020";"42266";"20687";"21579";"95,87";"41177";"1089";"97,42";3534302
"Osasco";"2016";"674552";"324497";"350055";"92,7";"674552";"-";"100";3534401
"Osasco";"2017";"676149";"325313";"350836";"92,73";"676149";"-";"100";3534401
"Osasco";"2018";"677750";"326131";"351619";"92,75";"677750";"-";"100";3534401
"Osasco";"2019";"679356";"326952";"352404";"92,78";"679356";"-";"100";3534401
"Osasco";"2020";"680964";"327774";"353190";"92,8";"680964";"-";"100";3534401
"Oscar Bressane";"2016";"2522";"1207";"1315";"91,79";"2167";"355";"85,92";3534500
"Oscar Bressane";"2017";"2520";"1206";"1314";"91,78";"2177";"343";"86,39";3534500
"Oscar Bressane";"2018";"2518";"1206";"1312";"91,92";"2186";"332";"86,81";3534500
"Oscar Bressane";"2019";"2516";"1205";"1311";"91,91";"2195";"321";"87,24";3534500
"Oscar Bressane";"2020";"2514";"1204";"1310";"91,91";"2203";"311";"87,63";3534500
"Osvaldo Cruz";"2016";"31159";"15573";"15586";"99,92";"28274";"2885";"90,74";3534609
"Osvaldo Cruz";"2017";"31185";"15573";"15612";"99,75";"28341";"2844";"90,88";3534609
"Osvaldo Cruz";"2018";"31210";"15572";"15638";"99,58";"28406";"2804";"91,02";3534609
"Osvaldo Cruz";"2019";"31236";"15572";"15664";"99,41";"28471";"2765";"91,15";3534609
"Osvaldo Cruz";"2020";"31263";"15573";"15690";"99,25";"28537";"2726";"91,28";3534609
"Ourinhos";"2016";"107616";"52191";"55425";"94,17";"104837";"2779";"97,42";3534708
"Ourinhos";"2017";"108327";"52535";"55792";"94,16";"105529";"2798";"97,42";3534708
"Ourinhos";"2018";"109043";"52881";"56162";"94,16";"106227";"2816";"97,42";3534708
"Ourinhos";"2019";"109763";"53229";"56534";"94,15";"106928";"2835";"97,42";3534708
"Ourinhos";"2020";"110489";"53580";"56909";"94,15";"107635";"2854";"97,42";3534708
"Ouro Verde";"2016";"8082";"3986";"4096";"97,31";"7548";"534";"93,39";3534807
"Ouro Verde";"2017";"8129";"4007";"4122";"97,21";"7608";"521";"93,59";3534807
"Ouro Verde";"2018";"8174";"4027";"4147";"97,11";"7666";"508";"93,79";3534807
"Ouro Verde";"2019";"8221";"4048";"4173";"97";"7725";"496";"93,97";3534807
"Ouro Verde";"2020";"8268";"4069";"4199";"96,9";"7784";"484";"94,15";3534807
"Ouroeste";"2016";"9259";"4589";"4670";"98,27";"8559";"700";"92,44";3534757
"Ouroeste";"2017";"9385";"4648";"4737";"98,12";"8698";"687";"92,68";3534757
"Ouroeste";"2018";"9515";"4709";"4806";"97,98";"8837";"678";"92,87";3534757
"Ouroeste";"2019";"9645";"4770";"4875";"97,85";"8974";"671";"93,04";3534757
"Ouroeste";"2020";"9777";"4832";"4945";"97,71";"9111";"666";"93,19";3534757
"Pacaembu";"2016";"13122";"7653";"5469";"139,93";"9668";"3454";"73,68";3534906
"Pacaembu";"2017";"13105";"7640";"5465";"139,8";"9656";"3449";"73,68";3534906
"Pacaembu";"2018";"13090";"7628";"5462";"139,66";"9645";"3445";"73,68";3534906
"Pacaembu";"2019";"13073";"7615";"5458";"139,52";"9632";"3441";"73,68";3534906
"Pacaembu";"2020";"13056";"7602";"5454";"139,38";"9620";"3436";"73,68";3534906
"Palestina";"2016";"11766";"5933";"5833";"101,71";"9995";"1771";"84,95";3535002
"Palestina";"2017";"11863";"5979";"5884";"101,61";"10110";"1753";"85,22";3535002
"Palestina";"2018";"11962";"6026";"5936";"101,52";"10226";"1736";"85,49";3535002
"Palestina";"2019";"12060";"6072";"5988";"101,4";"10341";"1719";"85,75";3535002
"Palestina";"2020";"12160";"6119";"6041";"101,29";"10458";"1702";"86";3535002
"Palmares Paulista";"2016";"12204";"6491";"5713";"113,62";"11852";"352";"97,12";3535101
"Palmares Paulista";"2017";"12398";"6586";"5812";"113,32";"12041";"357";"97,12";3535101
"Palmares Paulista";"2018";"12594";"6683";"5911";"113,06";"12231";"363";"97,12";3535101
"Palmares Paulista";"2019";"12794";"6781";"6013";"112,77";"12425";"369";"97,12";3535101
"Palmares Paulista";"2020";"12997";"6881";"6116";"112,51";"12623";"374";"97,12";3535101
"Palmeira d'Oeste";"2016";"9276";"4625";"4651";"99,44";"7360";"1916";"79,34";3535200
"Palmeira d'Oeste";"2017";"9239";"4602";"4637";"99,25";"7379";"1860";"79,87";3535200
"Palmeira d'Oeste";"2018";"9203";"4580";"4623";"99,07";"7397";"1806";"80,38";3535200
"Palmeira d'Oeste";"2019";"9166";"4557";"4609";"98,87";"7413";"1753";"80,87";3535200
"Palmeira d'Oeste";"2020";"9130";"4535";"4595";"98,69";"7428";"1702";"81,36";3535200
"Palmital";"2016";"21446";"10451";"10995";"95,05";"20133";"1313";"93,88";3535309
"Palmital";"2017";"21484";"10466";"11018";"94,99";"20215";"1269";"94,09";3535309
"Palmital";"2018";"21523";"10482";"11041";"94,94";"20293";"1230";"94,29";3535309
"Palmital";"2019";"21561";"10497";"11064";"94,88";"20364";"1197";"94,45";3535309
"Palmital";"2020";"21599";"10512";"11087";"94,81";"20431";"1168";"94,59";3535309
"Panorama";"2016";"14957";"7454";"7503";"99,35";"14612";"345";"97,69";3535408
"Panorama";"2017";"15017";"7478";"7539";"99,19";"14677";"340";"97,74";3535408
"Panorama";"2018";"15078";"7502";"7576";"99,02";"14743";"335";"97,78";3535408
"Panorama";"2019";"15138";"7526";"7612";"98,87";"14806";"332";"97,81";3535408
"Panorama";"2020";"15199";"7550";"7649";"98,71";"14870";"329";"97,84";3535408
"Paraguaçu Paulista";"2016";"43447";"21775";"21672";"100,48";"39373";"4074";"90,62";3535507
"Paraguaçu Paulista";"2017";"43629";"21857";"21772";"100,39";"39538";"4091";"90,62";3535507
"Paraguaçu Paulista";"2018";"43812";"21940";"21872";"100,31";"39704";"4108";"90,62";3535507
"Paraguaçu Paulista";"2019";"43996";"22023";"21973";"100,23";"39871";"4125";"90,62";3535507
"Paraguaçu Paulista";"2020";"44180";"22105";"22075";"100,14";"40038";"4142";"90,62";3535507
"Paraibuna";"2016";"17893";"9030";"8863";"101,88";"5394";"12499";"30,15";3535606
"Paraibuna";"2017";"17976";"9062";"8914";"101,66";"5419";"12557";"30,15";3535606
"Paraibuna";"2018";"18060";"9095";"8965";"101,45";"5445";"12615";"30,15";3535606
"Paraibuna";"2019";"18145";"9128";"9017";"101,23";"5470";"12675";"30,15";3535606
"Paraibuna";"2020";"18230";"9161";"9069";"101,01";"5496";"12734";"30,15";3535606
"Paraíso";"2016";"6135";"3122";"3013";"103,62";"5524";"611";"90,04";3535705
"Paraíso";"2017";"6169";"3138";"3031";"103,53";"5572";"597";"90,32";3535705
"Paraíso";"2018";"6202";"3154";"3048";"103,48";"5617";"585";"90,57";3535705
"Paraíso";"2019";"6235";"3169";"3066";"103,36";"5662";"573";"90,81";3535705
"Paraíso";"2020";"6269";"3185";"3084";"103,27";"5706";"563";"91,02";3535705
"Paranapanema";"2016";"19083";"9666";"9417";"102,64";"16089";"2994";"84,31";3535804
"Paranapanema";"2017";"19299";"9768";"9531";"102,49";"16360";"2939";"84,77";3535804
"Paranapanema";"2018";"19517";"9871";"9646";"102,33";"16632";"2885";"85,22";3535804
"Paranapanema";"2019";"19739";"9976";"9763";"102,18";"16907";"2832";"85,65";3535804
"Paranapanema";"2020";"19962";"10081";"9881";"102,02";"17183";"2779";"86,08";3535804
"Paranapuã";"2016";"3866";"1971";"1895";"104,01";"3511";"355";"90,82";3535903
"Paranapuã";"2017";"3873";"1973";"1900";"103,84";"3527";"346";"91,07";3535903
"Paranapuã";"2018";"3879";"1975";"1904";"103,73";"3541";"338";"91,29";3535903
"Paranapuã";"2019";"3886";"1977";"1909";"103,56";"3555";"331";"91,48";3535903
"Paranapuã";"2020";"3892";"1979";"1913";"103,45";"3568";"324";"91,68";3535903
"Parapuã";"2016";"10631";"5392";"5239";"102,92";"9001";"1630";"84,67";3536000
"Parapuã";"2017";"10600";"5372";"5228";"102,75";"9016";"1584";"85,06";3536000
"Parapuã";"2018";"10569";"5352";"5217";"102,59";"9030";"1539";"85,44";3536000
"Parapuã";"2019";"10538";"5332";"5206";"102,42";"9042";"1496";"85,8";3536000
"Parapuã";"2020";"10507";"5312";"5195";"102,25";"9053";"1454";"86,16";3536000
"Pardinho";"2016";"6064";"3069";"2995";"102,47";"5166";"898";"85,19";3536109
"Pardinho";"2017";"6144";"3107";"3037";"102,3";"5289";"855";"86,08";3536109
"Pardinho";"2018";"6226";"3146";"3080";"102,14";"5413";"813";"86,94";3536109
"Pardinho";"2019";"6309";"3185";"3124";"101,95";"5535";"774";"87,73";3536109
"Pardinho";"2020";"6392";"3224";"3168";"101,77";"5657";"735";"88,5";3536109
"Pariquera-Açu";"2016";"18937";"9341";"9596";"97,34";"13236";"5701";"69,89";3536208
"Pariquera-Açu";"2017";"19015";"9374";"9641";"97,23";"13329";"5686";"70,1";3536208
"Pariquera-Açu";"2018";"19094";"9407";"9687";"97,11";"13423";"5671";"70,3";3536208
"Pariquera-Açu";"2019";"19172";"9440";"9732";"97";"13516";"5656";"70,5";3536208
"Pariquera-Açu";"2020";"19251";"9473";"9778";"96,88";"13610";"5641";"70,7";3536208
"Parisi";"2016";"2049";"1042";"1007";"103,48";"1693";"356";"82,63";3536257
"Parisi";"2017";"2050";"1041";"1009";"103,17";"1700";"350";"82,93";3536257
"Parisi";"2018";"2052";"1040";"1012";"102,77";"1707";"345";"83,19";3536257
"Parisi";"2019";"2053";"1039";"1014";"102,47";"1713";"340";"83,44";3536257
"Parisi";"2020";"2054";"1038";"1016";"102,17";"1719";"335";"83,69";3536257
"Patrocínio Paulista";"2016";"13890";"7012";"6878";"101,95";"11596";"2294";"83,48";3536307
"Patrocínio Paulista";"2017";"14031";"7078";"6953";"101,8";"11772";"2259";"83,9";3536307
"Patrocínio Paulista";"2018";"14174";"7144";"7030";"101,62";"11950";"2224";"84,31";3536307
"Patrocínio Paulista";"2019";"14318";"7211";"7107";"101,46";"12128";"2190";"84,7";3536307
"Patrocínio Paulista";"2020";"14463";"7278";"7185";"101,29";"12307";"2156";"85,09";3536307
"Paulicéia";"2016";"6833";"3525";"3308";"106,56";"5947";"886";"87,03";3536406
"Paulicéia";"2017";"6910";"3561";"3349";"106,33";"6053";"857";"87,6";3536406
"Paulicéia";"2018";"6988";"3597";"3391";"106,07";"6158";"830";"88,12";3536406
"Paulicéia";"2019";"7067";"3634";"3433";"105,85";"6263";"804";"88,62";3536406
"Paulicéia";"2020";"7146";"3671";"3475";"105,64";"6368";"778";"89,11";3536406
"Paulínia";"2016";"96955";"47919";"49036";"97,72";"96865";"90";"99,91";3536505
"Paulínia";"2017";"98915";"48873";"50042";"97,66";"98823";"92";"99,91";3536505
"Paulínia";"2018";"100915";"49846";"51069";"97,61";"100822";"93";"99,91";3536505
"Paulínia";"2019";"102956";"50839";"52117";"97,55";"102861";"95";"99,91";3536505
"Paulínia";"2020";"105037";"51851";"53186";"97,49";"104940";"97";"99,91";3536505
"Paulistânia";"2016";"1775";"912";"863";"105,68";"1319";"456";"74,31";3536570
"Paulistânia";"2017";"1774";"911";"863";"105,56";"1335";"439";"75,25";3536570
"Paulistânia";"2018";"1772";"909";"863";"105,33";"1350";"422";"76,19";3536570
"Paulistânia";"2019";"1771";"908";"863";"105,21";"1365";"406";"77,08";3536570
"Paulistânia";"2020";"1769";"906";"863";"104,98";"1379";"390";"77,95";3536570
"Paulo de Faria";"2016";"8534";"4268";"4266";"100,05";"7783";"751";"91,2";3536604
"Paulo de Faria";"2017";"8531";"4266";"4265";"100,02";"7792";"739";"91,34";3536604
"Paulo de Faria";"2018";"8528";"4265";"4263";"100,05";"7800";"728";"91,46";3536604
"Paulo de Faria";"2019";"8525";"4263";"4262";"100,02";"7808";"717";"91,59";3536604
"Paulo de Faria";"2020";"8521";"4261";"4260";"100,02";"7814";"707";"91,7";3536604
"Pederneiras";"2016";"43993";"21990";"22003";"99,94";"40913";"3080";"93";3536703
"Pederneiras";"2017";"44383";"22168";"22215";"99,79";"41276";"3107";"93";3536703
"Pederneiras";"2018";"44775";"22347";"22428";"99,64";"41641";"3134";"93";3536703
"Pederneiras";"2019";"45171";"22527";"22644";"99,48";"42009";"3162";"93";3536703
"Pederneiras";"2020";"45570";"22709";"22861";"99,34";"42380";"3190";"93";3536703
"Pedra Bela";"2016";"5896";"3070";"2826";"108,63";"1600";"4296";"27,14";3536802
"Pedra Bela";"2017";"5912";"3075";"2837";"108,39";"1627";"4285";"27,52";3536802
"Pedra Bela";"2018";"5930";"3081";"2849";"108,14";"1655";"4275";"27,91";3536802
"Pedra Bela";"2019";"5947";"3086";"2861";"107,86";"1683";"4264";"28,3";3536802
"Pedra Bela";"2020";"5964";"3091";"2873";"107,59";"1711";"4253";"28,69";3536802
"Pedranópolis";"2016";"2467";"1266";"1201";"105,41";"1560";"907";"63,23";3536901
"Pedranópolis";"2017";"2455";"1260";"1195";"105,44";"1557";"898";"63,42";3536901
"Pedranópolis";"2018";"2445";"1255";"1190";"105,46";"1555";"890";"63,6";3536901
"Pedranópolis";"2019";"2433";"1249";"1184";"105,49";"1551";"882";"63,75";3536901
"Pedranópolis";"2020";"2422";"1243";"1179";"105,43";"1548";"874";"63,91";3536901
"Pedregulho";"2016";"16057";"8123";"7934";"102,38";"11943";"4114";"74,38";3537008
"Pedregulho";"2017";"16112";"8144";"7968";"102,21";"11999";"4113";"74,47";3537008
"Pedregulho";"2018";"16167";"8166";"8001";"102,06";"12056";"4111";"74,57";3537008
"Pedregulho";"2019";"16223";"8188";"8035";"101,9";"12114";"4109";"74,67";3537008
"Pedregulho";"2020";"16279";"8210";"8069";"101,75";"12172";"4107";"74,77";3537008
"Pedreira";"2016";"44707";"22111";"22596";"97,85";"44332";"375";"99,16";3537107
"Pedreira";"2017";"45161";"22327";"22834";"97,78";"44782";"379";"99,16";3537107
"Pedreira";"2018";"45618";"22544";"23074";"97,7";"45235";"383";"99,16";3537107
"Pedreira";"2019";"46081";"22764";"23317";"97,63";"45694";"387";"99,16";3537107
"Pedreira";"2020";"46548";"22986";"23562";"97,56";"46157";"391";"99,16";3537107
"Pedrinhas Paulista";"2016";"2983";"1480";"1503";"98,47";"2568";"415";"86,09";3537156
"Pedrinhas Paulista";"2017";"2990";"1482";"1508";"98,28";"2582";"408";"86,35";3537156
"Pedrinhas Paulista";"2018";"2997";"1485";"1512";"98,21";"2595";"402";"86,59";3537156
"Pedrinhas Paulista";"2019";"3004";"1487";"1517";"98,02";"2609";"395";"86,85";3537156
"Pedrinhas Paulista";"2020";"3010";"1489";"1521";"97,9";"2621";"389";"87,08";3537156
"Pedro de Toledo";"2016";"10653";"5336";"5317";"100,36";"7457";"3196";"70";3537206
"Pedro de Toledo";"2017";"10734";"5370";"5364";"100,11";"7532";"3202";"70,17";3537206
"Pedro de Toledo";"2018";"10814";"5403";"5411";"99,85";"7607";"3207";"70,34";3537206
"Pedro de Toledo";"2019";"10895";"5437";"5458";"99,62";"7683";"3212";"70,52";3537206
"Pedro de Toledo";"2020";"10977";"5471";"5506";"99,36";"7759";"3218";"70,68";3537206
"Penápolis";"2016";"59953";"29198";"30755";"94,94";"57825";"2128";"96,45";3537305
