Ano;Trimestre;Data do Anúncio;Empresa alvo do investimento;Empresa(s) investidora(s);Real (em milhões);Dólar (em milhões);Valor Informado;Município;Região;Descrição do investimento;CNAE Empresa alvo do investimento;CNAE Empresa(s) investidora(s);Tipo Investimento;Período
"2018";"2";"08/04/2018";"Quincho";"Quincho";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração restaurante tipo cozinha vegetariana descomplicada";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"... - 2018"
"2018";"2";"10/04/2018";"Carrefour";"Carrefour Comércio e Indústria";"...";"...";"Não";"São Paulo";"RM São Paulo";"Instalação equipamentos de autoatendimento em postos de gasolina";"4731-8 - Comércio varejista de combustíveis para veículos automotores";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Ampliação/Modernização";"2018 - 2018"
"2018";"2";"16/04/2018";"Marisa Ribeiro";"Marisa R. Ribeiro";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração loja de confecções";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"... - 2018"
"2018";"2";"16/04/2018";"Comigo Saúde";"CMGS Serviços Médicos";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura clínica médica de especializada em saúde preventiva";"8630-5 - Atividades de atenção ambulatorial executadas por médicos e odontólogos";"8630-5 - Atividades de atenção ambulatorial executadas por médicos e odontólogos";"Implantação";"2018 - 2018"
"2018";"2";"17/04/2018";"Faculdade Rudolf Steiner";"Associação Pedagógica Rudolf Steiner";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura faculdade no Alto da Boa Vista, zona Sul de SP.";"8531-7 - Educação superior - graduação";"8513-9 - Ensino fundamental";"Implantação";"... - 2018"
"2018";"2";"23/04/2018";"Carrefour";"Carrefour Comércio e Indústria";"...";"...";"Não";"São Paulo";"RM São Paulo";"Implantação plataforma de e-commerce de comprar alimentos e não alimentos no mesmo site";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Ampliação";"2018 - 2018"
"2018";"2";"22/04/2018";"Jump Mania";"Jump Mania Entretenimento";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura parque de diversões especializada em cama elástica";"9321-2 - Parques de diversão e parques temáticos";"7020-4 - Atividades de consultoria em gestão empresarial";"Implantação";"... - 2017"
"2018";"2";"22/04/2018";"Escape Júnior";"Trucks Produções Artísticas";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura parque de diversões especializado em decifrar enigmas, trabalhando com inteligência e intuição";"9321-2 - Parques de diversão e parques temáticos";"9321-2 - Parques de diversão e parques temáticos";"Implantação";"... - 2017"
"2018";"2";"06/05/2018";"Palácio Tangará";"Palácio Tangará Participações";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração hotel  localizado ao lado do Parque Burle Marx";"5510-8 - Hotéis e similares";"6462-0 - Holdings de instituições não-financeiras";"Implantação";"2017 - 2017"
"2018";"2";"22/04/2018";"Hospital São José";"Real e Benemérita Associação Portuguesa de Beneficência";"15,00";"4,40";"Sim";"São Paulo";"RM São Paulo";"Aquisição equipamentos e tecnologias. Robô da Vinci Xi® Surgical System usado para cirurgias para a unidade BP Mirante";"8610-1 - Atividades de atendimento hospitalar";"8610-1 - Atividades de atendimento hospitalar";"Ampliação/Modernização";"2017 - 2018"
"2018";"2";"22/04/2018";"Hospital Infantil Sabará";"Fundação José Luiz Egydio Setúbal";"1,12";"0,33";"Sim";"São Paulo";"RM São Paulo";"Inauguração centro Avançado de Doenças Cardiológicas e Neurológicas, que presta cuidados a casos pediátricos de alta complexidade";"8610-1 - Atividades de atendimento hospitalar";"8610-1 - Atividades de atendimento hospitalar";"Ampliação/Modernização";"2017 - 2018"
"2018";"2";"24/04/2018";"Oi";"Oi Móvel";"130,00";"38,15";"Sim";"São Paulo";"RM São Paulo";"Modernização infraestrutura e expansão da capacidade de rede, na expansão do 4G e dos serviços de TI";"6120-5 - Telecomunicações sem fio";"6120-5 - Telecomunicações sem fio";"Ampliação";"2017 - 2017"
"2018";"2";"25/04/2018";"Atlas Schindler";"Elevadores Atlas Schindler";"...";"...";"Não";"São Paulo";"RM São Paulo";"Construção sede da empresa fabricante de elevadores, escadas e esteiras rolantes";"7010-7 - Sedes de empresas e unidades administrativas locais";"4329-1 - Obras de instalações em construções não especificadas anteriormente";"Ampliação";"2018 - 2020"
"2018";"2";"26/04/2018";"Hirota";"Supermercado Hirota";"33,00";"9,69";"Sim";"São Paulo";"RM São Paulo";"Abertura supermercado de mercadorias em geral tipo tradicional no bairro Morumbi, abertura de mais oito unidades expressas e ampliação da cozinha industrial";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Implantação";"2018 - 2018"
"2018";"2";"24/05/2018";"Balcão Brasileiro de Comercialização de Energia - BBCE";"Balcão Brasileiro de Comercialização de Energia";"5,50";"1,51";"Sim";"São Paulo";"RM São Paulo";"Ampliação Tecnologia da Informática da empresa especializada em negociação eletrônica de energia no Jardim Paulista";"6612-6 - Atividades de intermediários em transações de títulos, valores mobiliários e mercadorias";"7490-1 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"Ampliação";"2017 - 2019"
"2018";"2";"20/04/2018";"Medcel";"Medcel Editora e Eventos";"3,00";"0,88";"Sim";"São Paulo";"RM São Paulo";"Desenvolvimento plataforma de cursos preparatórios para os exames de residência médica, com um filme seriado sobre o cotidiano de um hospital.";"8599-6 - Atividades de ensino não especificadas anteriormente";"6311-9 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet";"Ampliação";"2017 - 2018"
"2018";"2";"07/05/2018";"Feminaria";"Feminaria Apoio Administrativo";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura empresa que auxilia microempreendedoras na gestão de suas empresas";"8211-3 - Serviços combinados de escritório e apoio administrativo";"8219-9 - Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"Implantação";"... - 2017"
"2018";"2";"07/05/2018";"Mundo Ri Happy";"Ri Happy Brinquedos";"1,50";"0,41";"Sim";"São Paulo";"RM São Paulo";"Inauguração loja de brinquedos, artigos esportivos, vestuário, fraldas, calçados, produtos para bebês e linha geek";"4763-6 - Comércio varejista de artigos recreativos e esportivos";"4763-6 - Comércio varejista de artigos recreativos e esportivos";"Implantação";"2018 - 2018"
"2018";"2";"09/05/2018";"Diário Café";"Diário Café";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura cafeteria atrás da loja Maria Joaquina";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2018 - 2018"
"2018";"2";"09/05/2018";"McLaren";"BCLV Comércio de Veículos";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração concessionária de veículos da marca McLaren";"4511-1 - Comércio a varejo e por atacado de veículos automotores";"4511-1 - Comércio a varejo e por atacado de veículos automotores";"Implantação";"2016 - 2018"
"2018";"2";"09/05/2018";"Obaatian";"Alice Alves dos Santos Soares";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura loja  especializada em chá preto";"4712-1 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns";"4712-1 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns";"Implantação";"2017 - 2018"
"2018";"2";"09/05/2018";"Casa de Bolos";"Casa de Bolos Vila Sônia";"0,18";"0,05";"Sim";"São Paulo";"RM São Paulo";"Inauguração loja franqueada especializada em bolos caseiros";"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"Implantação";"2018 - 2018"
"2018";"2";"09/05/2018";"Livraria da Vila";"Livraria da Vila";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração livraria no Shopping Jardim Pamplona";"4761-0 - Comércio varejista de livros, jornais, revistas e papelaria";"4761-0 - Comércio varejista de livros, jornais, revistas e papelaria";"Implantação";"... - 2018"
"2018";"2";"11/05/2018";"Carrefour";"Carrefour Comércio e Indústria";"...";"...";"Não";"São Paulo";"RM São Paulo";"Reinauguração hipermercado  do conceito Nova Geração";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Ampliação";"2018 - 2018"
"2018";"2";"13/05/2018";"Grand Mercure São Paulo Vila Olímpia";"Hotelaria Accor Brasil";"...";"...";"Não";"São Paulo";"RM São Paulo";"Reforma e adequação hotel com bar e restaurante localizados no térreo";"5510-8 - Hotéis e similares";"5510-8 - Hotéis e similares";"Ampliação/Modernização";"2018 - 2018"
"2018";"2";"20/05/2018";"Sala Tatuí";"João Cezar Varella";"0,02";"0,00";"Sim";"São Paulo";"RM São Paulo";"Abertura centro cultural, cursos e livraria de obras raras";"9003-5 - Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas";"5811-5 - Edição de livros";"Implantação";"2018 - 2018"
"2018";"2";"21/05/2018";"OnBoard Mobility";"Onboard Mobility Brasil";"...";"...";"Não";"São Paulo";"RM São Paulo";"Desenvolvimento sistema para a recarga de bilhete de transporte público por meio de assistente virtual";"5229-0 - Atividades auxiliares dos transportes terrestres não especificadas anteriormente";"5229-0 - Atividades auxiliares dos transportes terrestres não especificadas anteriormente";"Ampliação/Modernização";"2017 - 2018"
"2018";"2";"21/05/2018";"Zissou";"Zissou Assessoria e Consultoria em Artigos do Sono";"7,00";"1,93";"Sim";"São Paulo";"RM São Paulo";"Ampliação fábrica e desenvolvimento de colchões compactos";"3104-7 - Fabricação de colchões";"4754-7 - Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"Ampliação";"2015 - 2018"
"2018";"2";"22/05/2018";"Opus Cosméticos";"Cless Comércio de Cosméticos";"10,00";"2,75";"Sim";"São Paulo";"RM São Paulo";"Ampliação capacidade produtiva da fábrica de produtos cosméticos";"2063-1 - Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal";"4646-0 - Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal";"Ampliação";"2018 - 2019"
"2018";"2";"22/05/2018";"Supermercados Shibata";"Supermercado Shibata";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura supermercado .Serão duas unidades, com setores de açougue, padaria, frios, rotisserie, adega, mercearia, bebidas e limpeza";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Implantação";"2018 - 2018"
"2018";"2";"22/05/2018";"Supermercados Shibata";"Supermercado Shibata";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura supermercado com setores de açougue, padaria, frios, rotisserie, adega, mercearia, bebidas e limpeza";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Implantação";"2018 - 2018"
"2018";"2";"23/05/2018";"La Nonna di Lucca";"La Nonna di Lucca Comércio de Alimentos";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração restaurante tipo italiano";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2017 - 2018"
"2018";"2";"24/05/2018";"Drogasil";"Raia Drogasil";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração drogaria varejista de produtos farmacêuticos e cosméticos";"4771-7 - Comércio varejista de produtos farmacêuticos para uso humano e veterinário";"4771-7 - Comércio varejista de produtos farmacêuticos para uso humano e veterinário";"Implantação";"2018 - 2018"
"2018";"2";"24/05/2018";"Drogasil";"Raia Drogasil";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração drogaria varejista de produtos farmacêuticos e cosméticos";"4771-7 - Comércio varejista de produtos farmacêuticos para uso humano e veterinário";"4771-7 - Comércio varejista de produtos farmacêuticos para uso humano e veterinário";"Implantação";"2018 - 2018"
"2018";"2";"24/05/2018";"Yurban Food";"Sapore";"1,00";"0,28";"Sim";"São Paulo";"RM São Paulo";"Abertura restaurante de conveniência com foco em pratos prontos e pré-preparados de alimentação saudável no Shopping Center 3";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5620-1 - Serviços de catering, bufê e outros serviços de comida preparada";"Implantação";"... - 2018"
"2018";"2";"24/05/2018";"Zein Modas";"Zein Comércio de Roupas e Acessórios";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura loja de roupas masculinas, camisas e ternos além de opções casuais no Shopping Center 3";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2018 - 2018"
"2018";"2";"24/05/2018";"Le Briju";"SLB Acessórios";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura loja acessórios e bijuterias";"4789-0 - Comércio varejista de outros produtos novos não especificados anteriormente";"4789-0 - Comércio varejista de outros produtos novos não especificados anteriormente";"Implantação";"... - 2018"
"2018";"2";"24/05/2018";"Nutrafit";"RTH Comércio de Suplementos";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração loja de vitaminas e suplementos no Shopping Center 3";"4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"Implantação";"2017 - 2018"
